bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_date_valid,primary_author,publication_year,publication_month,rating_bucket,review_to_rating_ratio
22483,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,3.98,0807050733,9780807050736,eng,592.0,823,37.0,1993-09-01,Beacon Press,True,Barrington Moore Jr.,1993.0,9.0,3-4,0.04495747266099635
22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,0061196673,9780061196676,eng,176.0,173,17.0,2007-02-06,Harper Perennial,True,Carl Zimmer,2007.0,2.0,4-4.5,0.09826589595375723
22486,Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,3.97,0521855268,9780521855266,eng,416.0,158,10.0,2005-10-01,Cambridge University Press,True,Daron Acemoğlu,2005.0,10.0,3-4,0.06329113924050633
22489,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,4.54,0933121296,9780933121294,eng,363.0,129,6.0,1991-12-01,Black Classic Press,True,Yosef A.A. Ben-Jochannan,1991.0,12.0,4.5-5,0.046511627906976744
22493,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,4.05,0029221307,9780029221303,eng,368.0,151,13.0,1986-09-15,Free Press,True,Aldon D. Morris,1986.0,9.0,4-4.5,0.08609271523178808
22495,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,3.86,0842383670,9780842383677,eng,352.0,79,11.0,2003-12-17,Tyndale House Publishers,True,F.F. Bruce,2003.0,12.0,3-4,0.13924050632911392
22499,Country of Origin,Don  Lee,3.47,039332706X,9780393327069,eng,320.0,317,41.0,2005-04-17,W. W. Norton  Company,True,Don  Lee,2005.0,4.0,3-4,0.12933753943217666
22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,0060957603,9780060957605,eng,256.0,226,31.0,2003-07-08,Harper Perennial,True,Colin McGinn,2003.0,7.0,3-4,0.13716814159292035
22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,0812696069,9780812696066,eng,288.0,157,14.0,2006-10-25,Open Court,True,Michael Baur,2006.0,10.0,3-4,0.08917197452229299
22515,The Gospel According to the Beatles,Steve Turner,3.77,0664229832,9780664229832,eng,254.0,126,23.0,2006-08-03,Westminster John Knox Press,True,Steve Turner,2006.0,8.0,3-4,0.18253968253968253
22538,JPod,Douglas Coupland,3.69,1596911042,9781596911048,eng,448.0,617,72.0,2006-05-16,Bloomsbury,True,Douglas Coupland,2006.0,5.0,3-4,0.1166936790923825
22539,Hairstyles of the Damned,Joe Meno,3.72,188845170X,9781888451702,eng,270.0,5298,468.0,2004-09-01,Akashic Books/Punk Planet Books,True,Joe Meno,2004.0,9.0,3-4,0.08833522083805209
22541,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,4.17,0385488378,9780385488372,eng,352.0,86,4.0,1998-07-13,Main Street Books,True,Neil deGrasse Tyson,1998.0,7.0,4-4.5,0.046511627906976744
22542,Merlin's Tour of the Universe,Neil deGrasse Tyson,4.02,0385488351,9780385488358,eng,318.0,305,27.0,1997-07-14,Main Street Books,True,Neil deGrasse Tyson,1997.0,7.0,4-4.5,0.08852459016393442
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,0393062244,9780393062243,eng,384.0,9837,552.0,2007-01-17,W. W. Norton  Company,True,Neil deGrasse Tyson,2007.0,1.0,4-4.5,0.05611466910643489
22547,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,4.23,0967575605,9780967575605,eng,282.0,54,5.0,2003-10-01,Monolith Graphics,True,Joseph Vargo,2003.0,10.0,4-4.5,0.09259259259259259
22549,The Dark Tower (The Dark Tower #7),Stephen King,4.28,0340827211,9780340827215,eng,686.0,362,40.0,2004-09-21,Hodder & Stoughton,True,Stephen King,2004.0,9.0,4-4.5,0.11049723756906077
22550,The Gunslinger,Stephen King,3.96,0670032549,9780670032549,eng,231.0,2309,230.0,2003-06-23,Viking,True,Stephen King,2003.0,6.0,3-4,0.09961022087483759
22553,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,3.87,1413900208,9781413900200,eng,175.0,911,42.0,2003-12-29,ADV Manga,True,Yu Aida,2003.0,12.0,3-4,0.04610318331503842
22554,Gunslinger,Ed Dorn,4.11,0822309327,9780822309321,eng,224.0,247,24.0,1989-08-22,Duke University Press Books,True,Ed Dorn,1989.0,8.0,4-4.5,0.09716599190283401
22557,Wasteland of Flint,Thomas Harlan,3.79,0765341131,9780765341136,eng,512.0,291,38.0,2004-02-01,Tor Books,True,Thomas Harlan,2004.0,2.0,3-4,0.13058419243986255
22559,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,3.55,1932664599,9781932664591,eng,160.0,576,73.0,2010-04-20,Oni Press,True,Antony Johnston,2010.0,4.0,3-4,0.1267361111111111
22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,3.63,0071433716,9780071433716,eng,384.0,580,21.0,2004-02-04,McGraw-Hill Education,True,Jennifer Hendricks,2004.0,2.0,3-4,0.03620689655172414
22575,Sit  Walk  Stand,Watchman Nee,4.42,0842358935,9780842358934,eng,80.0,2663,141.0,1977-11-04,Tyndale House Publishers,True,Watchman Nee,1977.0,11.0,4-4.5,0.05294780322944048
22576,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,3.76,141650768X,9781416507680,eng,458.0,791,95.0,2006-10-31,Pocket Star Books,True,Robert Ferrigno,2006.0,10.0,3-4,0.12010113780025285
22580,Voices From the Street,Philip K. Dick,3.29,0765316927,9780765316929,eng,301.0,698,104.0,2007-01-23,Tor Books,True,Philip K. Dick,2007.0,1.0,3-4,0.1489971346704871
22583,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,4.19,0806523794,9780806523798,eng,380.0,456,40.0,2002-05-01,Citadel,True,Philip K. Dick,2002.0,5.0,4-4.5,0.08771929824561403
22584,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,1857983416,9781857983418,eng,204.0,26767,1075.0,2001-11-08,Gollancz,True,Philip K. Dick,2001.0,11.0,3-4,0.040161392759741475
22586,The Crack in Space,Philip K. Dick,3.46,1400030064,9781400030064,eng,188.0,1878,142.0,2005-03-08,Vintage,True,Philip K. Dick,2005.0,3.0,3-4,0.07561235356762513
22590,Ubik,Philip K. Dick/David Alabort/Manuel Espín,4.09,8498000831,9788498000832,spa,288.0,63422,2486.0,2006-05-01,La factoría de ideas,True,Philip K. Dick,2006.0,5.0,4-4.5,0.039197754722336095
22591,The Best of Philip K. Dick,Philip K. Dick/John Brunner,4.22,0345253590,9780345253590,eng,450.0,622,33.0,1978-02-12,Del Rey Books (NY),True,Philip K. Dick,1978.0,2.0,4-4.5,0.05305466237942122
22595,Vulcan's Hammer,Philip K. Dick,3.52,1400030129,9781400030125,eng,165.0,1561,97.0,2004-08-10,Vintage,True,Philip K. Dick,2004.0,8.0,3-4,0.06213965406790519
22602,Carly's Sound,Ali Vali,4.21,1933110457,9781933110455,eng,212.0,454,11.0,2006-06-01,Bold Strokes Books,True,Ali Vali,2006.0,6.0,4-4.5,0.024229074889867842
22616,The System of Objects,Jean Baudrillard/James Benedict,4.01,1844670538,9781844670536,eng,224.0,1002,27.0,2006-01-17,Verso,True,Jean Baudrillard,2006.0,1.0,4-4.5,0.02694610778443114
22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,1845203348,9781845203344,eng,215.0,247,9.0,2005-12-01,Bloomsbury Academic,True,Jean Baudrillard,2005.0,12.0,3-4,0.03643724696356275
22620,Introducing Baudrillard,Chris Horrocks/Zoran Jevtić,3.32,1840460873,9781840460872,eng,176.0,165,25.0,1997-08-13,Icon Books,True,Chris Horrocks,1997.0,8.0,3-4,0.15151515151515152
22623,Existentialism and Human Emotions,Jean-Paul Sartre,3.84,0806509023,9780806509020,eng,96.0,4190,147.0,2000-12-01,Citadel,True,Jean-Paul Sartre,2000.0,12.0,3-4,0.035083532219570404
22624,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,3.92,014118549X,9780141185491,eng,253.0,1590,140.0,2000-11-30,Penguin Books,True,Jean-Paul Sartre,2000.0,11.0,3-4,0.0880503144654088
22626,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,3.94,0553251619,9780553251616,eng,426.0,932,70.0,1985-01-01,Bantam,True,T.Z. Lavine,1985.0,1.0,3-4,0.07510729613733906
22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,0872205541,9780872205543,eng,58.0,26252,344.0,2001-06-01,Hackett Publishing Company,True,Plato,2001.0,6.0,4-4.5,0.013103763522779217
22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,3.39,0743255909,9780743255905,eng,384.0,52,8.0,2006-08-07,Free Press,True,Jane Robins,2006.0,8.0,3-4,0.15384615384615385
22649,Bookends,Jane Green,3.72,0767907817,9780767907811,eng,368.0,37153,822.0,2003-05-27,Broadway Books,True,Jane Green,2003.0,5.0,3-4,0.02212472747826555
22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,3.65,0140276904,9780140276909,eng,450.0,683,66.0,1998-08-06,Penguin Books,True,Jane Green,1998.0,8.0,3-4,0.09663250366032211
22669,Open House,Elizabeth Berg,3.7,0613997638,9780613997638,eng,,0,0.0,2001-05-01,Turtleback Books,True,Elizabeth Berg,2001.0,5.0,3-4,
22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.76,1886230358,9781886230354,eng,272.0,51,6.0,2001-06-01,Impact,True,Albert Ellis,2001.0,6.0,3-4,0.11764705882352941
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,3.92,0679764410,9780679764410,eng,440.0,20178,590.0,1998-04-07,Vintage,True,Joseph J. Ellis,1998.0,4.0,3-4,0.029239766081871343
22681,Line Of Vision,David Ellis,3.81,0425183769,9780425183762,eng,448.0,609,82.0,2002-02-05,G.P. Putnam's Sons,True,David Ellis,2002.0,2.0,3-4,0.13464696223316913
22686,The Other Woman,Jane Green,3.7,0452287146,9780452287143,eng,389.0,29112,651.0,2006-06-06,Berkley,True,Jane Green,2006.0,6.0,3-4,0.02236191261335532
22687,No Other Woman (No Other  #2),Shannon Drake,3.78,0380781360,9780380781362,eng,391.0,299,7.0,1996-06-01,Avon Books,True,Shannon Drake,1996.0,6.0,3-4,0.023411371237458192
22690,The Other Woman (Dundee  Idaho  #7),Brenda Novak,4.11,0373713444,9780373713448,eng,299.0,560,33.0,2006-05-09,Harlequin Special Releases,True,Brenda Novak,2006.0,5.0,4-4.5,0.05892857142857143
22691,The Other Woman,Ann  O'Leary,3.64,1562802348,9781562802349,eng,213.0,77,6.0,1999-04-28,Naiad Press,True,Ann  O'Leary,1999.0,4.0,3-4,0.07792207792207792
22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,3.52,0380792044,9780380792047,eng,272.0,58,6.0,1999-03-09,Avon,True,Deborah Woodworth,1999.0,3.0,3-4,0.10344827586206896
22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,4.36,1591162025,9781591162025,eng,206.0,5862,55.0,2004-01-14,VIZ Media LLC,True,Rumiko Takahashi,2004.0,1.0,4-4.5,0.009382463323097919
22718,Pusteblume,Marian Keyes,3.81,3453189345,9783453189348,ger,560.0,59,0.0,2001-05-01,Heyne,True,Marian Keyes,2001.0,5.0,3-4,0.0
22724,¿Quién te lo ha contado?,Marian Keyes,3.79,8497936736,9788497936736,spa,648.0,169,9.0,2005-12-30,DeBolsillo,True,Marian Keyes,2005.0,12.0,3-4,0.05325443786982249
22725,Une vie de rêve,Marian Keyes,3.69,271443813X,9782714438133,fre,593.0,11,4.0,2005-05-04,Pocket,True,Marian Keyes,2005.0,5.0,3-4,0.36363636363636365
22726,Por los pelos,Marian Keyes,3.81,1400002214,9781400002214,spa,592.0,34,5.0,2002-09-17,Plaza y Janes,True,Marian Keyes,2002.0,9.0,3-4,0.14705882352941177
22727,Under the Duvet,Marian Keyes,3.52,0141007478,9780141007472,eng,304.0,401,43.0,2009-07-28,Penguin UK,True,Marian Keyes,2009.0,7.0,3-4,0.10723192019950124
22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,8497599179,9788497599177,spa,595.0,204,21.0,2003-03-30,DeBolsillo,True,Marian Keyes,2003.0,3.0,3-4,0.10294117647058823
22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,3548603254,9783548603254,ger,332.0,11,2.0,2003-04-01,List Taschenbuch,True,Joseph O'Connor,2003.0,4.0,3-4,0.18181818181818182
22739,Le Club de la dernière chance,Marian Keyes,3.81,2266130609,9782266130608,fre,608.0,6,0.0,2003-06-05,Pocket,True,Marian Keyes,2003.0,6.0,3-4,0.0
22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,2266108271,9782266108270,fre,563.0,7,1.0,2002-05-02,Pocket,True,Marian Keyes,2002.0,5.0,3-4,0.14285714285714285
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,9788401329548,spa,594.0,7,0.0,2003-01-31,DeBolsillo,True,Marian Keyes,2003.0,1.0,3-4,0.0
22745,Auszeit für Engel Walsh Family  #3),Marian Keyes,3.75,3453868579,9783453868571,ger,477.0,16,1.0,2003-02-01,Heyne,True,Marian Keyes,2003.0,2.0,3-4,0.0625
22763,Open House,Elizabeth Berg,3.7,0099461269,9780099461265,eng,314.0,61,6.0,2003-09-29,Arrow Books,True,Elizabeth Berg,2003.0,9.0,3-4,0.09836065573770492
22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,0373250479,9780373250479,eng,312.0,4756,84.0,2004-01-23,Red Dress Ink,True,Wendy Markham,2004.0,1.0,3-4,0.017661900756938603
22784,犬夜叉 8,Rumiko Takahashi,4.26,4091252087,9784091252081,jpn,192.0,16,0.0,1998-11-18,小学館,True,Rumiko Takahashi,1998.0,11.0,4-4.5,0.0
22786,犬夜叉 7,Rumiko Takahashi,4.27,4091252079,9784091252074,jpn,192.0,15,0.0,1998-08-08,小学館,True,Rumiko Takahashi,1998.0,8.0,4-4.5,0.0
22789,犬夜叉 24,Rumiko Takahashi,4.26,4091256449,9784091256447,jpn,192.0,11,1.0,2001-12-18,小学館,True,Rumiko Takahashi,2001.0,12.0,4-4.5,0.09090909090909091
22799,犬夜叉 28,Rumiko Takahashi,4.29,4091256481,9784091256485,jpn,192.0,12,1.0,2002-12-05,小学館,True,Rumiko Takahashi,2002.0,12.0,4-4.5,0.08333333333333333
22801,犬夜叉 4,Rumiko Takahashi,4.29,4091252044,9784091252043,jpn,192.0,15,0.0,1997-12-10,小学館,True,Rumiko Takahashi,1997.0,12.0,4-4.5,0.0
22802,犬夜叉 22,Rumiko Takahashi,4.25,4091256422,9784091256423,jpn,192.0,13,1.0,2001-08-09,小学館,True,Rumiko Takahashi,2001.0,8.0,4-4.5,0.07692307692307693
22803,犬夜叉 26,Rumiko Takahashi,4.28,4091256465,9784091256461,jpn,192.0,11,1.0,2002-06-18,小学館,True,Rumiko Takahashi,2002.0,6.0,4-4.5,0.09090909090909091
22804,犬夜叉 12,Rumiko Takahashi,4.25,4091255825,9784091255822,jpn,192.0,13,0.0,1999-09-18,小学館,True,Rumiko Takahashi,1999.0,9.0,4-4.5,0.0
22805,犬夜叉 17,Rumiko Takahashi,4.25,4091255876,9784091255877,jpn,192.0,14,1.0,2000-08-09,小学館,True,Rumiko Takahashi,2000.0,8.0,4-4.5,0.07142857142857142
22807,犬夜叉 14,Rumiko Takahashi,4.3,4091255841,9784091255846,jpn,192.0,13,1.0,2000-02-18,小学館,True,Rumiko Takahashi,2000.0,2.0,4-4.5,0.07692307692307693
22816,犬夜叉 10,Rumiko Takahashi,4.28,4091252109,9784091252104,jpn,192.0,15,0.0,1999-04-17,小学館,True,Rumiko Takahashi,1999.0,4.0,4-4.5,0.0
22817,犬夜叉 1,Rumiko Takahashi,4.27,409125201X,9784091252012,jpn,192.0,41,3.0,1997-04-18,小学館,True,Rumiko Takahashi,1997.0,4.0,4-4.5,0.07317073170731707
22820,犬夜叉  27,Rumiko Takahashi,4.28,4091256473,9784091256478,jpn,192.0,12,1.0,2002-09-18,小学館,True,Rumiko Takahashi,2002.0,9.0,4-4.5,0.08333333333333333
22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,1569311935,9781569311936,eng,216.0,32,1.0,1997-03-08,Viz Media,True,Rumiko Takahashi,1997.0,3.0,3-4,0.03125
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,9781569312100,eng,200.0,27,0.0,1997-12-06,Viz Media,True,Rumiko Takahashi,1997.0,12.0,4-4.5,0.0
22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi,4.08,8484497283,9788484497288,spa,416.0,38,0.0,2005-08-30,Glénat,True,Rumiko Takahashi,2005.0,8.0,4-4.5,0.0
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,1569310351,9781569310359,eng,208.0,72,4.0,1995-06-05,Viz Media,True,Rumiko Takahashi,1995.0,6.0,4-4.5,0.05555555555555555
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,156931019X,9781569310199,eng,400.0,131,7.0,1997-06-05,Viz Media,True,Rumiko Takahashi,1997.0,6.0,3-4,0.05343511450381679
22834,らんま½ 12,Rumiko Takahashi,4.06,409126512X,9784091265128,jpn,176.0,0,0.0,2002-09-18,小学館 [Shōgakukan],True,Rumiko Takahashi,2002.0,9.0,4-4.5,
22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,4.11,1591162866,9781591162865,eng,200.0,1102,19.0,2004-08-17,VIZ Media LLC,True,Rumiko Takahashi,2004.0,8.0,4-4.5,0.017241379310344827
22861,Your and My Secret  Vol. 1,Ai Morinaga,3.54,1413901433,9781413901436,eng,174.0,406,31.0,2004-07-06,ADV Manga,True,Ai Morinaga,2004.0,7.0,3-4,0.07635467980295567
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,0345459849,9780345459848,eng,672.0,11246,148.0,2003-06-03,Del Rey,True,Stephen R. Donaldson,2003.0,6.0,4-4.5,0.01316023475013338
22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,0006163831,9780006163831,eng,479.0,174,3.0,1996-11-18,Fontana,True,Stephen R. Donaldson,1996.0,11.0,3-4,0.017241379310344827
22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,4.15,0553071793,9780553071795,eng,617.0,4544,69.0,1994-06-01,Spectra,True,Stephen R. Donaldson,1994.0,6.0,4-4.5,0.015184859154929578
22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,0553297600,9780553297607,eng,480.0,5020,101.0,2010-07-21,Bantam,True,Stephen R. Donaldson,2010.0,7.0,3-4,0.0201195219123506
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,0345418476,9780345418470,eng,496.0,15389,109.0,1997-06-23,Del Rey,True,Stephen R. Donaldson,1997.0,6.0,3-4,0.00708298135031516
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,0553562606,9780553562606,eng,518.0,5460,89.0,2009-10-21,Spectra,True,Stephen R. Donaldson,2009.0,10.0,4-4.5,0.0163003663003663
22883,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,1421513684,9781421513683,eng,192.0,494,40.0,2007-08-07,VIZ Media LLC,True,Yasuhiro Kano,2007.0,8.0,3-4,0.08097165991902834
22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,9781889963853,eng,80.0,2,0.0,2006-03-01,University of Alaska Press,True,Molly C. Lee,2006.0,3.0,3-4,0.0
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,0373255594,9780373255597,eng,215.0,17,1.0,1993-07-23,Harlequin Temptation,True,Candace Schuler,1993.0,7.0,3-4,0.058823529411764705
22889,Skylight Confessions,Alice Hoffman,3.64,0316058785,9780316058780,eng,264.0,6754,744.0,2007-01-01,Little Brown and Company,True,Alice Hoffman,2007.0,1.0,3-4,0.11015694403316553
22892,The Foretelling,Alice Hoffman,3.84,0316154091,9780316154093,eng,182.0,2646,247.0,2006-09-01,Little  Brown Books for Young Readers,True,Alice Hoffman,2006.0,9.0,3-4,0.09334845049130763
22893,Incantation,Alice Hoffman,3.88,0316010197,9780316010191,eng,166.0,5653,800.0,2006-10-01,Little  Brown Books for Young Readers,True,Alice Hoffman,2006.0,10.0,3-4,0.1415177781708827
22896,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,0425190374,9780425190371,eng,286.0,54261,4232.0,2003-08-05,Penguin,True,Alice Hoffman,2003.0,8.0,3-4,0.0779934022594497
22898,The Probable Future,Alice Hoffman,3.83,0345455916,9780345455918,eng,352.0,11910,965.0,2004-06-01,Ballantine Books,True,Alice Hoffman,2004.0,6.0,3-4,0.08102434928631402
22904,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,4.35,0805210555,9780805210552,eng,486.0,20028,381.0,1995-11-14,Schocken,True,Franz Kafka,1995.0,11.0,4-4.5,0.01902336728579988
22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,0805210644,9780805210644,eng,336.0,17981,522.0,1996-07-02,Schocken,True,Franz Kafka,1996.0,7.0,3-4,0.02903064345698237
22912,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,0679423036,9780679423034,eng,566.0,445,30.0,1993-10-26,Knopf,True,Franz Kafka,1993.0,10.0,4-4.5,0.06741573033707865
22913,Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,4.17,0816615152,9780816615155,eng,136.0,1287,45.0,1986-10-31,Univ Of Minnesota Press,True,Gilles Deleuze,1986.0,10.0,4-4.5,0.03496503496503497
22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,0393058484,9780393058482,eng,462.0,3132,103.0,2004-09-17,W. W. Norton  Company,True,Jacob Grimm,2004.0,9.0,4-4.5,0.032886334610472544
22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,4.3,0517229250,9780517229255,eng,680.0,4420,165.0,2006-10-03,Gramercy Books,True,Jacob Grimm,2006.0,10.0,4-4.5,0.03733031674208145
22916,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,0553382160,9780553382167,eng,762.0,877,55.0,2003-01-01,Bantam,True,Jacob Grimm,2003.0,1.0,4-4.5,0.06271379703534778
